timestamp,temperature_c,humidity_pct,soil_moisture_pct,light_lux
2026-01-05T13:45:00Z,24.901,51.348,47.420,25987.350
2026-01-05T14:00:00Z,24.803,52.205,47.371,25124.409
2026-01-05T14:15:00Z,24.772,52.044,47.210,24116.106
2026-01-05T14:30:00Z,24.224,51.788,46.715,22856.299
2026-01-05T14:45:00Z,24.475,52.474,46.637,21596.894
2026-01-05T15:00:00Z,23.957,52.702,46.537,20296.051
2026-01-05T15:15:00Z,23.916,52.545,46.758,19049.205
2026-01-05T15:30:00Z,23.949,53.034,46.306,17765.435
2026-01-05T15:45:00Z,23.640,53.901,46.241,16032.248
2026-01-05T16:00:00Z,23.415,54.751,46.449,14563.083
2026-01-05T16:15:00Z,22.901,55.208,46.449,12709.581
2026-01-05T16:30:00Z,22.696,54.562,45.880,11034.254
2026-01-05T16:45:00Z,22.832,55.751,46.183,9354.097
2026-01-05T17:00:00Z,22.591,55.647,46.020,7577.398
2026-01-05T17:15:00Z,22.293,56.565,45.590,5829.057
2026-01-05T17:30:00Z,21.749,56.917,45.802,3950.149
2026-01-05T17:45:00Z,22.085,57.258,45.521,1951.336
2026-01-05T18:00:00Z,21.273,57.412,45.668,43.923
2026-01-05T18:15:00Z,21.086,58.201,45.316,0.000
2026-01-05T18:30:00Z,21.061,58.705,45.156,0.000
2026-01-05T18:45:00Z,21.082,59.315,45.045,0.000
2026-01-05T19:00:00Z,20.477,59.827,45.212,0.000
2026-01-05T19:15:00Z,20.254,58.988,45.216,0.000
2026-01-05T19:30:00Z,20.147,60.351,44.871,0.000
2026-01-05T19:45:00Z,19.572,60.696,44.586,0.000
2026-01-05T20:00:00Z,19.949,61.118,44.482,0.000
2026-01-05T20:15:00Z,19.698,61.302,44.715,0.000
2026-01-05T20:30:00Z,19.122,61.970,44.644,0.000
2026-01-05T20:45:00Z,19.052,61.698,44.449,0.000
2026-01-05T21:00:00Z,18.772,61.879,44.190,0.000
2026-01-05T21:15:00Z,18.942,62.573,44.022,0.000
2026-01-05T21:30:00Z,18.483,63.290,43.943,0.000
2026-01-05T21:45:00Z,18.400,62.784,43.889,0.000
2026-01-05T22:00:00Z,18.355,63.178,43.757,0.000
2026-01-05T22:15:00Z,17.931,63.057,43.619,0.000
2026-01-05T22:30:00Z,17.806,64.061,43.465,0.000
2026-01-05T22:45:00Z,17.743,63.838,43.599,0.000
2026-01-05T23:00:00Z,17.963,63.749,43.336,0.000
2026-01-05T23:15:00Z,17.490,63.706,43.547,0.000
2026-01-05T23:30:00Z,17.443,64.505,43.062,0.000
2026-01-05T23:45:00Z,17.433,64.010,43.078,0.000
2026-01-06T00:00:00Z,17.773,64.121,53.069,0.000
2026-01-06T00:15:00Z,17.811,63.563,52.724,0.000
2026-01-06T00:30:00Z,17.402,64.411,53.028,0.000
2026-01-06T00:45:00Z,17.700,63.736,52.934,0.000
2026-01-06T01:00:00Z,17.676,63.768,52.351,0.000
2026-01-06T01:15:00Z,18.050,63.198,52.523,0.000
2026-01-06T01:30:00Z,17.744,63.774,52.579,0.000
2026-01-06T01:45:00Z,18.098,63.130,52.203,0.000
2026-01-06T02:00:00Z,18.463,63.411,52.402,0.000
2026-01-06T02:15:00Z,18.186,63.538,52.068,0.000
2026-01-06T02:30:00Z,18.216,62.821,51.786,0.000
2026-01-06T02:45:00Z,18.388,63.054,51.621,0.000
2026-01-06T03:00:00Z,18.713,61.910,51.724,0.000
2026-01-06T03:15:00Z,19.322,61.955,51.866,0.000
2026-01-06T03:30:00Z,18.854,61.213,51.754,0.000
2026-01-06T03:45:00Z,19.463,61.692,51.448,0.000
2026-01-06T04:00:00Z,19.882,61.389,51.133,0.000
2026-01-06T04:15:00Z,19.762,59.897,51.418,0.000
2026-01-06T04:30:00Z,19.739,59.417,51.018,0.000
2026-01-06T04:45:00Z,20.006,59.675,50.919,0.000
2026-01-06T05:00:00Z,20.211,58.631,51.052,0.000
2026-01-06T05:15:00Z,20.970,59.286,50.773,0.000
2026-01-06T05:30:00Z,21.309,58.536,50.902,0.000
2026-01-06T05:45:00Z,21.547,57.911,50.656,0.000
2026-01-06T06:00:00Z,21.700,57.564,50.562,0.000
2026-01-06T06:15:00Z,21.435,56.950,50.263,2146.502
2026-01-06T06:30:00Z,22.109,57.122,50.311,4046.062
2026-01-06T06:45:00Z,22.110,56.842,50.155,5619.707
2026-01-06T07:00:00Z,22.508,55.732,50.176,7597.791
2026-01-06T07:15:00Z,22.777,55.827,49.991,9428.449
2026-01-06T07:30:00Z,23.175,55.123,49.772,11069.553
2026-01-06T07:45:00Z,22.842,55.144,50.007,12787.110
2026-01-06T08:00:00Z,23.156,54.498,49.519,14368.078
2026-01-06T08:15:00Z,23.720,53.267,49.455,16033.871
2026-01-06T08:30:00Z,23.617,53.884,49.269,17689.591
2026-01-06T08:45:00Z,23.720,52.873,49.165,19042.764
2026-01-06T09:00:00Z,24.411,53.320,49.113,20411.854
2026-01-06T09:15:00Z,24.170,52.696,49.372,21811.371
2026-01-06T09:30:00Z,24.215,52.652,48.965,23027.173
2026-01-06T09:45:00Z,24.876,51.653,49.114,24013.624
2026-01-06T10:00:00Z,24.455,52.036,49.058,25064.664
2026-01-06T10:15:00Z,24.679,51.656,48.924,25998.684
2026-01-06T10:30:00Z,25.072,51.849,48.770,26549.311
2026-01-06T10:45:00Z,24.868,51.119,48.580,27186.131
2026-01-06T11:00:00Z,25.402,51.122,48.625,27735.346
2026-01-06T11:15:00Z,25.538,50.989,48.425,28173.311
2026-01-06T11:30:00Z,24.987,50.647,48.265,28711.763
2026-01-06T11:45:00Z,25.077,50.870,48.215,28928.947
2026-01-06T12:00:00Z,25.384,50.420,47.874,28817.210
2026-01-06T12:15:00Z,25.041,50.992,48.140,28647.011
2026-01-06T12:30:00Z,24.978,51.194,47.799,28491.082
2026-01-06T12:45:00Z,25.106,51.340,47.517,28254.109
2026-01-06T13:00:00Z,25.339,51.921,47.752,27729.183
2026-01-06T13:15:00Z,25.391,50.970,47.612,27288.885
2026-01-06T13:30:00Z,25.232,51.297,47.264,26748.415
2026-01-06T13:45:00Z,24.738,52.034,47.054,25911.839
2026-01-06T14:00:00Z,24.776,51.733,47.147,24970.544
2026-01-06T14:15:00Z,24.713,52.042,47.294,24079.692
2026-01-06T14:30:00Z,24.316,52.815,46.933,22813.604
2026-01-06T14:45:00Z,24.548,52.028,46.696,21682.465
2026-01-06T15:00:00Z,23.985,52.681,46.822,20411.804
2026-01-06T15:15:00Z,24.143,53.593,46.665,19140.401
2026-01-06T15:30:00Z,23.859,53.630,46.353,17642.626
2026-01-06T15:45:00Z,23.874,54.042,46.219,16163.320
2026-01-06T16:00:00Z,23.618,54.283,46.218,14405.865
2026-01-06T16:15:00Z,23.330,54.644,46.304,12939.307
2026-01-06T16:30:00Z,23.084,55.000,46.019,11266.640
2026-01-06T16:45:00Z,22.472,55.972,45.930,9251.627
2026-01-06T17:00:00Z,22.581,56.193,46.126,7512.825
2026-01-06T17:15:00Z,22.554,56.801,45.767,5668.260
2026-01-06T17:30:00Z,22.269,56.243,45.916,3927.585
2026-01-06T17:45:00Z,21.831,56.829,45.738,1995.998
2026-01-06T18:00:00Z,21.804,57.938,45.699,254.949
2026-01-06T18:15:00Z,21.067,57.319,45.281,0.000
2026-01-06T18:30:00Z,21.024,58.187,45.401,0.000
2026-01-06T18:45:00Z,20.438,58.213,45.335,0.000
2026-01-06T19:00:00Z,20.407,59.295,45.189,0.000
2026-01-06T19:15:00Z,20.064,59.244,44.864,0.000
2026-01-06T19:30:00Z,19.929,59.620,45.085,0.000
2026-01-06T19:45:00Z,19.746,59.995,44.706,0.000
2026-01-06T20:00:00Z,19.921,60.803,44.599,0.000
2026-01-06T20:15:00Z,19.626,60.795,44.521,0.000
2026-01-06T20:30:00Z,19.008,60.881,44.555,0.000
2026-01-06T20:45:00Z,19.091,61.753,44.378,0.000
2026-01-06T21:00:00Z,18.596,62.324,44.020,0.000
2026-01-06T21:15:00Z,18.353,62.098,44.128,0.000
2026-01-06T21:30:00Z,18.550,62.724,43.923,0.000
2026-01-06T21:45:00Z,18.032,62.593,44.137,0.000
2026-01-06T22:00:00Z,18.185,62.475,43.723,0.000
2026-01-06T22:15:00Z,17.924,63.969,43.813,0.000
2026-01-06T22:30:00Z,18.119,64.096,43.470,0.000
2026-01-06T22:45:00Z,17.951,63.747,43.441,0.000
2026-01-06T23:00:00Z,17.864,63.850,43.203,0.000
2026-01-06T23:15:00Z,17.997,64.313,43.268,0.000
2026-01-06T23:30:00Z,17.491,63.919,43.430,0.000
2026-01-06T23:45:00Z,17.657,63.632,43.054,0.000
2026-01-07T00:00:00Z,18.037,64.500,52.758,0.000
2026-01-07T00:15:00Z,17.410,64.467,52.722,0.000
2026-01-07T00:30:00Z,17.954,64.380,53.011,0.000
2026-01-07T00:45:00Z,17.634,63.945,52.702,0.000
2026-01-07T01:00:00Z,17.520,64.413,52.441,0.000
2026-01-07T01:15:00Z,18.035,62.998,52.514,0.000
2026-01-07T01:30:00Z,18.200,63.905,52.578,0.000
2026-01-07T01:45:00Z,17.898,63.700,52.192,0.000
2026-01-07T02:00:00Z,17.955,62.481,51.974,0.000
2026-01-07T02:15:00Z,18.539,63.412,52.151,0.000
2026-01-07T02:30:00Z,18.347,62.145,51.836,0.000
2026-01-07T02:45:00Z,18.693,63.031,51.858,0.000
2026-01-07T03:00:00Z,18.472,62.215,51.995,0.000
2026-01-07T03:15:00Z,19.199,61.797,51.615,0.000
2026-01-07T03:30:00Z,19.299,61.661,51.414,0.000
2026-01-07T03:45:00Z,19.332,60.992,51.399,0.000
2026-01-07T04:00:00Z,19.553,60.813,51.344,0.000
2026-01-07T04:15:00Z,20.123,60.203,51.373,0.000
2026-01-07T04:30:00Z,20.066,60.194,51.315,0.000
2026-01-07T04:45:00Z,20.511,60.233,51.217,0.000
2026-01-07T05:00:00Z,20.271,59.698,51.028,0.000
2026-01-07T05:15:00Z,20.882,58.268,50.630,0.000
2026-01-07T05:30:00Z,20.774,58.731,50.957,0.000
2026-01-07T05:45:00Z,21.272,57.774,50.541,0.000
2026-01-07T06:00:00Z,21.573,57.594,50.720,0.000
2026-01-07T06:15:00Z,21.940,57.011,50.431,1900.968
2026-01-07T06:30:00Z,22.154,56.736,50.232,4039.389
2026-01-07T06:45:00Z,21.954,55.769,50.123,5617.929
2026-01-07T07:00:00Z,22.678,55.796,50.065,7580.456
2026-01-07T07:15:00Z,22.952,56.109,50.007,9347.326
2026-01-07T07:30:00Z,22.654,55.513,49.885,11087.235
2026-01-07T07:45:00Z,23.218,54.304,49.546,12937.903
2026-01-07T08:00:00Z,23.366,54.584,49.905,14532.245
2026-01-07T08:15:00Z,23.436,53.466,49.639,16136.408
2026-01-07T08:30:00Z,23.834,53.291,49.230,17762.474
2026-01-07T08:45:00Z,23.704,52.818,49.137,18995.912
2026-01-07T09:00:00Z,23.905,52.936,49.073,20402.112
2026-01-07T09:15:00Z,24.470,52.907,49.352,21582.694
2026-01-07T09:30:00Z,24.592,52.670,49.044,22942.212
2026-01-07T09:45:00Z,24.921,51.562,48.706,24011.257
2026-01-07T10:00:00Z,24.566,51.839,48.920,24880.445
2026-01-07T10:15:00Z,24.833,51.442,48.504,26034.175
2026-01-07T10:30:00Z,24.764,51.503,48.845,26638.137
2026-01-07T10:45:00Z,24.992,51.433,48.410,27454.891
2026-01-07T11:00:00Z,25.493,51.865,48.661,27902.071
2026-01-07T11:15:00Z,25.502,50.835,48.100,28427.015
2026-01-07T11:30:00Z,25.405,50.462,48.008,28728.855
2026-01-07T11:45:00Z,25.092,50.658,48.155,28691.966
2026-01-07T12:00:00Z,25.303,51.412,47.830,28906.309
2026-01-07T12:15:00Z,25.360,51.410,47.951,28695.690
2026-01-07T12:30:00Z,25.373,51.627,47.857,28572.249
2026-01-07T12:45:00Z,25.119,50.672,47.860,28308.819
2026-01-07T13:00:00Z,25.492,51.366,47.818,27737.081
2026-01-07T13:15:00Z,24.887,51.190,47.408,27332.658
2026-01-07T13:30:00Z,25.044,50.947,47.431,26524.230
2026-01-07T13:45:00Z,24.807,51.905,47.474,25866.436
2026-01-07T14:00:00Z,33.747,51.308,47.021,25122.530
2026-01-07T14:15:00Z,33.847,52.152,47.155,23892.586
2026-01-07T14:30:00Z,33.359,52.192,46.854,23014.880
2026-01-07T14:45:00Z,33.341,52.838,47.013,21676.532
2026-01-07T15:00:00Z,24.272,53.578,46.675,20448.212
2026-01-07T15:15:00Z,24.099,53.745,46.546,19206.537
2026-01-07T15:30:00Z,24.031,53.793,46.644,17623.980
2026-01-07T15:45:00Z,23.492,53.390,46.428,16242.438
2026-01-07T16:00:00Z,23.335,54.819,46.371,14527.317
2026-01-07T16:15:00Z,23.526,54.536,45.989,12934.112
2026-01-07T16:30:00Z,23.220,55.126,46.337,11201.376
2026-01-07T16:45:00Z,22.476,55.927,46.215,9395.517
2026-01-07T17:00:00Z,22.656,55.290,45.724,7487.355
2026-01-07T17:15:00Z,22.161,55.980,45.809,5763.260
2026-01-07T17:30:00Z,22.026,56.330,45.526,3790.621
2026-01-07T17:45:00Z,21.486,56.795,45.473,1894.699
2026-01-07T18:00:00Z,21.292,57.829,45.587,229.106
2026-01-07T18:15:00Z,21.081,58.125,45.265,0.000
2026-01-07T18:30:00Z,20.860,58.950,45.473,0.000
2026-01-07T18:45:00Z,20.450,59.216,45.407,0.000
2026-01-07T19:00:00Z,20.723,59.349,45.205,0.000
2026-01-07T19:15:00Z,20.538,59.443,44.779,0.000
2026-01-07T19:30:00Z,19.983,60.419,44.906,0.000
2026-01-07T19:45:00Z,19.903,60.936,44.643,0.000
2026-01-07T20:00:00Z,19.855,61.421,44.525,0.000
2026-01-07T20:15:00Z,19.455,61.737,44.499,0.000
2026-01-07T20:30:00Z,19.261,61.402,44.567,0.000
2026-01-07T20:45:00Z,18.793,61.325,44.568,0.000
2026-01-07T21:00:00Z,18.497,62.244,44.004,0.000
2026-01-07T21:15:00Z,18.900,62.939,44.161,0.000
2026-01-07T21:30:00Z,18.443,62.222,43.939,0.000
2026-01-07T21:45:00Z,18.430,63.051,44.027,0.000
2026-01-07T22:00:00Z,18.489,63.419,44.025,0.000
2026-01-07T22:15:00Z,18.376,63.748,43.525,0.000
2026-01-07T22:30:00Z,17.672,63.433,43.746,0.000
2026-01-07T22:45:00Z,17.827,64.233,43.361,0.000
2026-01-07T23:00:00Z,17.625,64.014,43.399,0.000
2026-01-07T23:15:00Z,17.882,63.365,43.521,0.000
2026-01-07T23:30:00Z,17.727,63.380,43.060,0.000
2026-01-07T23:45:00Z,18.054,64.612,43.129,0.000
2026-01-08T00:00:00Z,17.621,64.049,52.880,0.000
2026-01-08T00:15:00Z,17.702,64.636,53.043,0.000
2026-01-08T00:30:00Z,17.677,64.605,52.580,0.000
2026-01-08T00:45:00Z,17.991,63.436,52.687,0.000
2026-01-08T01:00:00Z,17.990,63.325,52.683,0.000
2026-01-08T01:15:00Z,17.710,63.562,52.644,0.000
2026-01-08T01:30:00Z,18.191,64.035,52.466,0.000
2026-01-08T01:45:00Z,18.058,62.659,52.383,0.000
2026-01-08T02:00:00Z,18.275,63.153,52.106,0.000
2026-01-08T02:15:00Z,18.433,62.473,52.270,0.000
2026-01-08T02:30:00Z,18.310,62.325,51.725,0.000
2026-01-08T02:45:00Z,18.852,62.197,51.730,0.000
2026-01-08T03:00:00Z,19.137,62.058,51.599,0.000
2026-01-08T03:15:00Z,19.070,61.481,51.816,0.000
2026-01-08T03:30:00Z,19.227,61.851,51.478,0.000
2026-01-08T03:45:00Z,19.210,60.552,51.429,0.000
2026-01-08T04:00:00Z,19.555,60.844,51.364,0.000
2026-01-08T04:15:00Z,19.716,60.571,51.400,0.000
2026-01-08T04:30:00Z,19.891,59.415,50.905,0.000
2026-01-08T04:45:00Z,20.185,59.069,51.139,0.000
2026-01-08T05:00:00Z,20.284,58.801,50.681,0.000
2026-01-08T05:15:00Z,20.830,59.155,50.753,0.000
2026-01-08T05:30:00Z,20.810,58.433,50.793,0.000
2026-01-08T05:45:00Z,21.028,57.758,50.386,0.000
2026-01-08T06:00:00Z,21.282,57.804,50.288,0.000
2026-01-08T06:15:00Z,21.849,57.306,50.147,2114.583
2026-01-08T06:30:00Z,22.303,57.260,50.272,3922.571
2026-01-08T06:45:00Z,22.321,55.856,50.290,5819.185
2026-01-08T07:00:00Z,22.704,55.261,50.329,7547.188
2026-01-08T07:15:00Z,22.413,55.606,49.732,9508.961
2026-01-08T07:30:00Z,23.129,55.396,49.973,11221.532
2026-01-08T07:45:00Z,23.130,55.282,49.639,12698.347
2026-01-08T08:00:00Z,23.672,53.568,49.518,14628.789
2026-01-08T08:15:00Z,23.641,53.573,49.477,15979.640
2026-01-08T08:30:00Z,23.470,53.530,49.225,17484.490
2026-01-08T08:45:00Z,24.074,52.614,49.142,19064.330
2026-01-08T09:00:00Z,24.174,53.517,49.199,20497.993
2026-01-08T09:15:00Z,24.015,52.305,49.096,21850.965
2026-01-08T09:30:00Z,24.477,52.927,49.265,22815.938
2026-01-08T09:45:00Z,24.374,52.440,48.961,23996.539
2026-01-08T10:00:00Z,25.072,52.367,48.739,24922.379
2026-01-08T10:15:00Z,25.155,51.413,48.963,25829.686
2026-01-08T10:30:00Z,24.943,50.930,48.496,26698.277
2026-01-08T10:45:00Z,24.824,50.652,48.335,27368.749
2026-01-08T11:00:00Z,25.257,50.831,48.353,27838.068
2026-01-08T11:15:00Z,25.235,51.522,48.484,28252.631
2026-01-08T11:30:00Z,25.404,50.380,48.221,28479.727
2026-01-08T11:45:00Z,25.489,51.480,48.173,28806.989
2026-01-08T12:00:00Z,25.592,51.353,29.000,28976.457
2026-01-08T12:15:00Z,25.541,51.633,29.400,28723.622
2026-01-08T12:30:00Z,25.175,51.380,29.800,28715.561
2026-01-08T12:45:00Z,25.092,51.530,30.200,28396.102
2026-01-08T13:00:00Z,25.276,50.861,30.600,27870.704
2026-01-08T13:15:00Z,24.842,50.822,31.000,27213.381
2026-01-08T13:30:00Z,25.286,51.478,31.400,26681.981
2026-01-08T13:45:00Z,24.709,51.511,31.800,25932.674
2026-01-08T14:00:00Z,25.126,51.321,47.354,25029.663
2026-01-08T14:15:00Z,24.501,52.663,47.156,23896.808
2026-01-08T14:30:00Z,24.188,52.545,47.073,22844.340
2026-01-08T14:45:00Z,24.493,53.180,46.787,21610.380
2026-01-08T15:00:00Z,24.450,53.265,46.861,20508.483
2026-01-08T15:15:00Z,23.833,53.169,46.653,19139.782
2026-01-08T15:30:00Z,24.022,54.157,46.301,17557.779
2026-01-08T15:45:00Z,23.797,53.293,46.321,16036.554
2026-01-08T16:00:00Z,23.432,54.842,46.466,14617.634
2026-01-08T16:15:00Z,23.464,55.205,46.418,12922.782
2026-01-08T16:30:00Z,22.921,54.857,46.284,11200.897
2026-01-08T16:45:00Z,22.767,55.344,45.799,9477.172
2026-01-08T17:00:00Z,22.297,55.496,45.668,7445.503
2026-01-08T17:15:00Z,22.413,56.041,45.888,5766.516
2026-01-08T17:30:00Z,22.188,56.680,45.900,3758.676
2026-01-08T17:45:00Z,22.087,56.583,45.465,2100.491
2026-01-08T18:00:00Z,21.653,57.959,45.710,137.349
2026-01-08T18:15:00Z,21.325,57.264,45.305,0.000
2026-01-08T18:30:00Z,21.317,58.801,45.508,0.000
2026-01-08T18:45:00Z,20.772,59.103,44.997,0.000
2026-01-08T19:00:00Z,20.185,59.169,45.187,0.000
2026-01-08T19:15:00Z,20.320,59.868,45.141,0.000
2026-01-08T19:30:00Z,19.964,59.666,44.710,0.000
2026-01-08T19:45:00Z,19.620,59.993,44.657,0.000
2026-01-08T20:00:00Z,19.626,61.203,44.421,0.000
2026-01-08T20:15:00Z,19.098,60.769,44.730,0.000
2026-01-08T20:30:00Z,19.483,60.993,44.642,0.000
2026-01-08T20:45:00Z,19.095,62.010,44.250,0.000
2026-01-08T21:00:00Z,19.046,62.171,44.498,0.000
2026-01-08T21:15:00Z,18.722,62.262,43.915,0.000
2026-01-08T21:30:00Z,18.326,63.085,44.175,0.000
2026-01-08T21:45:00Z,18.005,63.019,43.959,0.000
2026-01-08T22:00:00Z,18.501,62.646,43.901,0.000
2026-01-08T22:15:00Z,17.875,63.316,43.606,0.000
2026-01-08T22:30:00Z,17.789,64.144,43.703,0.000
2026-01-08T22:45:00Z,17.662,63.005,43.529,0.000
2026-01-08T23:00:00Z,17.568,63.989,43.199,0.000
2026-01-08T23:15:00Z,17.851,64.314,43.115,0.000
2026-01-08T23:30:00Z,17.898,64.178,43.210,0.000
2026-01-08T23:45:00Z,17.906,63.357,43.247,0.000
2026-01-09T00:00:00Z,17.980,64.698,53.101,0.000
2026-01-09T00:15:00Z,17.724,64.156,53.071,0.000
2026-01-09T00:30:00Z,17.473,64.245,52.689,0.000
2026-01-09T00:45:00Z,17.865,63.226,52.587,0.000
2026-01-09T01:00:00Z,18.121,63.195,52.622,0.000
2026-01-09T01:15:00Z,17.977,63.903,52.364,0.000
2026-01-09T01:30:00Z,18.243,64.023,52.160,0.000
2026-01-09T01:45:00Z,17.963,63.462,52.495,0.000
2026-01-09T02:00:00Z,18.124,63.305,51.931,0.000
2026-01-09T02:15:00Z,18.009,62.702,52.093,0.000
2026-01-09T02:30:00Z,18.663,62.397,51.845,0.000
2026-01-09T02:45:00Z,18.646,62.856,51.900,0.000
2026-01-09T03:00:00Z,18.988,79.852,51.564,0.000
2026-01-09T03:15:00Z,19.033,79.609,51.438,0.000
2026-01-09T03:30:00Z,18.920,79.071,51.338,0.000
2026-01-09T03:45:00Z,19.153,78.660,51.411,0.000
2026-01-09T04:00:00Z,19.385,79.153,51.553,0.000
2026-01-09T04:15:00Z,20.095,77.999,51.123,0.000
2026-01-09T04:30:00Z,20.220,78.507,50.911,0.000
2026-01-09T04:45:00Z,20.350,77.829,51.026,0.000
2026-01-09T05:00:00Z,20.208,59.383,50.753,0.000
2026-01-09T05:15:00Z,21.051,58.465,50.817,0.000
2026-01-09T05:30:00Z,21.296,59.014,50.880,0.000
2026-01-09T05:45:00Z,20.923,57.697,50.832,0.000
2026-01-09T06:00:00Z,21.256,58.015,50.387,0.000
2026-01-09T06:15:00Z,21.490,57.549,50.513,2130.410
2026-01-09T06:30:00Z,22.285,57.066,50.452,3936.239
2026-01-09T06:45:00Z,22.335,55.833,50.250,5702.787
2026-01-09T07:00:00Z,22.449,55.857,50.284,7555.364
2026-01-09T07:15:00Z,22.996,55.363,50.216,9314.026
2026-01-09T07:30:00Z,22.752,55.490,50.020,11040.130
2026-01-09T07:45:00Z,23.524,54.474,49.744,12897.964
2026-01-09T08:00:00Z,23.087,54.822,49.423,14480.292
2026-01-09T08:15:00Z,23.525,53.277,49.716,16072.567
2026-01-09T08:30:00Z,23.807,53.263,49.561,17750.792
2026-01-09T08:45:00Z,23.892,53.397,49.151,19146.078
2026-01-09T09:00:00Z,24.104,52.921,49.321,20377.810
2026-01-09T09:15:00Z,24.075,52.682,49.241,21634.874
2026-01-09T09:30:00Z,24.513,52.499,48.820,22911.716
2026-01-09T09:45:00Z,24.421,51.651,48.952,23924.479
2026-01-09T10:00:00Z,24.855,52.074,48.838,24888.090
2026-01-09T10:15:00Z,24.586,51.754,48.601,25947.035
2026-01-09T10:30:00Z,24.695,50.817,48.774,26765.050
2026-01-09T10:45:00Z,25.158,51.227,48.397,27429.487
2026-01-09T11:00:00Z,25.218,51.907,48.272,27962.026
2026-01-09T11:15:00Z,25.002,51.281,48.360,28339.899
2026-01-09T11:30:00Z,25.387,51.570,48.411,28696.248
2026-01-09T11:45:00Z,25.459,51.617,47.855,28680.119
2026-01-09T12:00:00Z,25.531,51.275,48.138,28924.871
2026-01-09T12:15:00Z,25.248,51.366,47.663,28922.333
2026-01-09T12:30:00Z,25.070,50.697,47.607,28522.028
2026-01-09T12:45:00Z,25.492,50.974,47.675,28273.644
2026-01-09T13:00:00Z,25.514,50.846,47.588,27891.672
2026-01-09T13:15:00Z,25.002,51.575,47.685,27301.199
2026-01-09T13:30:00Z,24.862,51.262,47.515,26525.051
2026-01-09T13:45:00Z,25.067,50.986,47.073,25991.200
2026-01-09T14:00:00Z,24.655,51.539,47.318,24912.925
2026-01-09T14:15:00Z,24.463,52.097,47.179,23932.094
